emp_no,salary
19580,82037
19583,64800
19585,60680
19586,40000
19591,40000
19593,55221
19594,40036
19599,43790
19602,51525
19609,40000
19612,83131
19616,45859
19617,43394
19619,49149
19621,40000
19624,49259
19629,81751
19631,40000
19633,40000
19634,50862
19637,45831
19639,40000
19640,71369
19644,53423
19650,40652
19651,47685
19653,40000
19660,52702
19661,40000
19663,74026
19665,63601
19667,52876
19668,64860
19669,68024
19670,40000
19673,60232
19674,40000
19675,90306
19678,40000
19680,47936
19690,52072
19697,40000
19701,40000
19702,54795
19704,40000
19705,61150
19708,49169
19709,62904
19712,40000
19719,40000
19720,40000
19723,54056
19724,69399
19726,54183
19728,78721
19731,64316
19737,86017
19738,74083
19741,52691
19744,59739
19749,50906
19754,40000
19755,40000
19757,42172
19758,40000
19765,40000
19766,52681
19771,89448
19777,63089
19783,44486
19784,71486
19791,45827
19796,58898
19801,40000
19804,53435
19810,49383
19814,40000
19815,40000
19822,71118
19826,53382
19828,48504
19830,51450
19839,40424
19841,49999
19843,84534
19849,69889
19854,65209
19858,40000
19860,48588
19871,52623
19874,98732
19875,40000
19882,40000
19889,74020
19899,40000
19901,40000
19904,44347
19909,66890
19911,53539
19916,52997
19927,40000
19933,42732
19935,73461
19940,50833
19943,57412
19946,54941
19950,40000
19951,49908
19954,67769
19955,65157
19956,43640
19958,40000
19974,40489
19975,40000
19979,90696
19982,40000
19983,40000
19984,63176
19989,50252
19991,41416
19996,56085
19999,52813
20006,60279
20008,41076
20013,40000
20017,40000
20022,43670
20024,62352
20026,63417
20032,43667
20037,40000
20039,60465
20041,48824
20042,75326
20043,53571
20051,40000
20055,40000
20059,40000
20060,40000
20063,52629
20065,51604
20068,40000
20069,40000
20071,65962
20072,59160
20075,43803
20086,40000
20089,57922
20091,40000
20093,40000
20105,55660
20107,42851
20111,83289
20117,56609
20119,51975
20120,40000
20121,42115
20122,75822
20126,60329
20134,53634
20135,40000
20137,45384
20139,40000
20140,40000
20144,58512
20147,53685
20148,76785
20152,46933
20153,40000
20155,40000
20159,41110
20161,63595
20166,42530
20169,55381
20170,85953
20171,57586
20174,40000
20180,40000
20181,87295
20184,59900
20186,57321
20189,40797
20194,40000
20201,60751
20208,43779
20213,40000
20215,40000
20218,40000
20220,48514
20222,48534
20223,55549
20239,81176
20245,53786
20249,46799
20251,40000
20259,48386
20265,53518
20266,85168
20269,40000
20283,50536
20284,40000
20305,106332
20310,58108
20316,40000
20322,40000
20325,69040
20334,42423
20335,61243
20336,73502
20339,40000
20341,48757
20346,40000
20347,40000
20358,64948
20361,40000
20364,40000
20367,40000
20368,40000
20371,51825
20373,40000
20376,58557
20378,93200
20382,40000
20385,81185
20392,56391
20394,40000
20395,40000
20401,47228
20402,42237
20403,40000
20407,53687
20408,40000
20417,40000
20425,40000
20435,71488
20436,69600
20437,45182
20438,42141
20439,40000
20441,40000
20442,58381
20444,82698
20449,81972
20450,41934
20454,40000
20456,46657
20478,51861
20489,47269
20490,40410
20494,82543
20498,40000
20523,71995
20524,44336
20528,54377
20530,61897
20533,44982
20534,47183
20535,42381
20540,40000
20545,73867
20548,47132
20550,40000
20552,48120
20556,52119
20558,40000
20573,40088
20584,40000
20585,70715
20586,67653
20587,40000
20595,40000
20602,53455
20606,40000
20621,66479
20624,42597
20625,40000
20626,40000
20627,75911
20631,40000
20635,52035
20636,40000
20650,50836
20651,49811
20655,40000
20657,81149
20666,40000
20674,54297
20675,47472
20683,40000
20684,40000
20686,42281
20688,40000
20689,60620
20693,40000
20695,40000
20699,40000
20708,63353
20713,53818
20714,70951
20715,41757
20716,40000
20721,88883
20725,67824
20728,98529
20733,40000
20736,83900
20738,41464
20739,40000
20743,71520
20746,55570
20751,49983
20755,40000
20757,40000
20765,45556
20766,40000
20782,40510
20783,40000
20793,40220
20794,70498
20798,40000
20802,52670
20804,66808
20805,64902
20812,40732
20813,107655
20820,70573
20821,72801
20828,76056
20836,84293
20841,40000
20850,62850
20857,40000
20860,40000
20868,40000
20880,40000
20881,41062
20883,58925
20903,51887
20905,40000
20914,67555
20915,43396
20920,40000
20923,80332
20925,53797
20929,40000
20930,47189
20945,41488
20948,47137
20952,48259
20958,55761
20960,53694
20964,85572
20965,40000
20968,40063
20974,80291
20979,86006
20987,72003
20994,40000
20998,44741
21007,63979
21011,46023
21012,72752
21019,60171
21020,61474
21026,40000
21027,40000
21036,43916
21037,40000
21044,40433
21054,52658
21055,40000
21069,72818
21072,42214
21075,79188
21078,54258
21079,40000
21084,40000
21092,40000
21103,40000
21109,56522
21110,88140
21112,40000
21127,65549
21130,40000
21131,59989
21133,80323
21134,41626
21138,60656
21143,82365
21154,63228
21157,40000
21161,40000
21165,57958
21171,43859
21173,40000
21176,40000
21186,41269
21189,54336
21192,40000
21206,65765
21210,40000
21213,40000
21214,56646
21215,43303
21218,42287
21229,40000
21230,73297
21239,49269
21251,55174
21255,40000
21275,40000
21280,53465
21285,72337
21288,40000
21312,43128
21315,48851
21321,58022
21336,40000
21337,40000
21338,50187
21345,40000
21347,73742
21351,51120
21355,40000
21358,40000
21361,84832
21363,52656
21373,56985
21386,53164
21387,49448
21389,51938
21391,58700
21396,59553
21401,78114
21402,40000
21409,63099
21413,102879
21414,40000
21420,67170
21421,58531
21422,40000
21423,45263
21426,40000
21432,45799
21436,53747
21444,40000
21450,88320
21452,93049
21454,40000
21457,40000
21467,40000
21468,40000
21470,45639
21472,50307
21475,40000
21479,42045
21480,40000
21491,54628
21502,57834
21505,40000
21507,40000
21511,40000
21512,52336
21518,54437
21523,40000
21527,40000
21528,40000
21541,40000
21542,56185
21547,40000
21548,49951
21550,66773
21552,68623
21555,40000
21558,62828
21566,61752
21576,75684
21579,49047
21580,53897
21583,44042
21585,61381
21587,109787
21588,55000
21595,52738
21599,40000
21607,50150
21608,40000
21609,80510
21612,82560
21613,40000
21615,79062
21619,40000
21627,69393
21629,68162
21632,59812
21634,61982
21636,48121
21639,44814
21642,49874
21643,40210
21644,44426
21646,41370
21648,42629
21660,40000
21662,40000
21663,40000
21666,68269
21669,66001
21674,44125
21675,40000
21677,40000
21683,51350
21686,55890
21687,62795
21691,40000
21692,57798
21693,87515
21694,41630
21697,78956
21704,40000
21705,51814
21707,40000
21708,40000
21713,40208
21728,53894
21730,69353
21732,53102
21736,48090
21741,40000
21748,45463
21749,40000
21751,40000
21754,42362
21755,40000
21758,81328
21760,75927
21767,40000
21777,57701
21783,64772
21793,40000
21800,58192
21803,40000
21804,60342
21808,40610
21820,81547
21822,53201
21828,59996
21832,64710
21835,48163
21844,50924
21848,42767
21849,52856
21851,68104
21852,40000
21856,59982
21858,66639
21859,71833
21862,41302
21867,40000
21869,71624
21876,40000
21877,75382
21886,40000
21887,40000
21889,40000
21890,48659
21893,40000
21894,54884
21897,85262
21906,56560
21908,52324
21910,83115
21916,40000
21920,56825
21926,73514
21934,68574
21939,53794
21947,48681
21950,40000
21954,56010
21957,81854
21958,62316
21959,40000
21973,40000
21975,53948
21978,40000
21980,53209
21984,40000
21985,40000
21987,56799
21994,53931
22000,73265
22003,81644
22008,52459
22012,42886
22023,46984
22024,41467
22025,60814
22030,57100
22054,40000
22059,64930
22063,40000
22066,40000
22072,51418
22080,46345
22081,41698
22084,53904
22095,50512
22097,40000
22100,85569
22106,40000
22108,49900
22111,66782
22112,51291
22115,77536
22121,40000
22133,40000
22135,48289
22136,69488
22138,40000
22140,62443
22146,40000
22150,67163
22154,54435
22165,63349
22166,42009
22168,40000
22171,40000
22179,71161
22180,43450
22182,59410
22190,58561
22195,46654
22210,63788
22212,54336
22214,40000
22216,64616
22222,40000
22224,61487
22226,43408
22228,43889
22233,47259
22234,56671
22239,40000
22255,43442
22258,40000
22260,47644
22263,58364
22265,40000
22267,40000
22269,40000
22271,40000
22274,60107
22276,50602
22280,44175
22282,60024
22284,54303
22292,40000
22295,69406
22296,49212
22299,61407
22301,62889
22303,51855
22304,54667
22309,62189
22315,70532
22325,44813
22326,74850
22328,57438
22329,40000
22330,88154
22331,40000
22332,40000
22337,40000
22341,40000
22344,49571
22352,49765
22355,69530
22367,40329
22370,76113
22372,43809
22374,76757
22375,47344
22378,63127
22381,77651
22394,45938
22395,40000
22405,56020
22410,40000
22416,40000
22424,47921
22427,46305
22429,41561
22432,76591
22437,41444
22438,67750
22440,40000
22443,51204
22445,54054
22449,68820
22450,40000
22458,72314
22462,40000
22477,44124
22478,40000
22480,78893
22481,40000
22482,40000
22489,73198
22491,40000
22492,79198
22496,44922
22509,61470
22511,40000
22520,45814
22524,45659
22531,65155
22536,40000
22537,40000
22549,52206
22557,82178
22561,69661
22562,40000
22564,100278
22577,86493
22582,40000
22583,44350
22585,40143
22587,51761
22589,42520
22592,40000
22593,52423
22596,47430
22598,45061
22601,56272
22603,50608
22606,40000
22608,45417
22609,66371
22614,48477
22616,40000
22617,40000
22620,62623
22623,46491
22625,40000
22627,73614
22633,65226
22634,42442
22647,49891
22649,40376
22663,64475
22672,40000
22677,74780
22678,40000
22682,40000
22683,40000
22686,43350
22687,45048
22689,40000
22691,62992
22701,72365
22702,40000
22703,98691
22704,47431
22707,62982
22716,64602
22718,40000
22720,52448
22725,59279
22726,67607
22728,99580
22730,51123
22732,52959
22735,42702
22741,49704
22744,51822
22749,53701
22753,40000
22755,63264
22758,59665
22765,68013
22766,40000
22770,75136
22771,40000
22772,46367
22774,40000
22776,54775
22779,40000
22783,83582
22784,44597
22786,105882
22787,73873
22788,40000
22794,40000
22798,55980
22805,60322
22809,40000
22812,53399
22817,40000
22820,43423
22824,76736
22828,40000
22833,51912
22837,40000
22838,40000
22843,71220
22844,40000
22854,41649
22855,46111
22861,56524
22863,57027
22871,68081
22873,59298
22880,40000
22884,44395
22885,40000
22886,40000
22889,40000
22894,76090
22896,40000
22897,40000
22903,40119
22904,40000
22908,40000
22910,72381
22911,40000
22917,47460
22919,40000
22921,40797
22923,43991
22924,53978
22927,40000
22928,40000
22931,56537
22933,63584
22934,91442
22935,40000
22940,40000
22947,61316
22949,63212
22950,40000
22952,87124
22953,43331
22955,57080
22956,55371
22959,40000
22961,44463
22962,40000
22966,50108
22971,49344
22973,54251
22977,49862
22986,40000
22987,40708
22994,59774
22995,57931
23000,40000
23001,52018
23002,48399
23007,63693
23011,50445
23018,54738
23023,40000
23025,40000
23026,52693
23030,88762
23034,40000
23035,40000
23037,52165
23040,81708
23049,40000
23052,68964
23053,40000
23056,63777
23060,46008
23066,51798
23068,40000
23072,40000
23073,40000
23076,67001
23085,83971
23086,40000
23087,75082
23092,40000
23095,56231
23104,40000
23106,40000
23116,66406
23119,52289
23124,84218
23128,66325
23131,40000
23136,56024
23138,40000
23142,40000
23151,91783
23153,51059
23157,40000
23159,40435
23162,62575
23168,44486
23170,40000
23171,40000
23172,44565
23173,57346
23178,40000
23180,49791
23184,40000
23195,47070
23196,65710
23197,40000
23198,72375
23204,40000
23210,51184
23212,62788
23216,41986
23217,52794
23220,40000
23222,40000
23224,50328
23225,55906
23231,44978
23238,44014
23243,40000
23246,61942
23252,64713
23269,49962
23274,58176
23276,48257
23277,40000
23278,50229
23290,62875
23300,60044
23301,64263
23314,81622
23315,40000
23322,40000
23323,48952
23330,61255
23333,40000
23335,40000
23337,74299
23340,40000
23342,40000
23343,40000
23347,71668
23350,40000
23351,40000
23354,45655
23355,52020
23357,47927
23362,47408
23363,47315
23369,61057
23370,45506
23371,40000
23374,40000
23385,85129
23395,43321
23398,69439
23403,40000
23404,63624
23406,65602
23414,58205
23416,62692
23420,43571
23421,42253
23422,64596
23428,57558
23430,52031
23441,43192
23442,40000
23443,48181
23448,55573
23450,71737
23454,74964
23455,44109
23458,40000
23466,56208
23467,40000
23470,58086
23475,67422
23480,53631
23481,56999
23482,62427
23484,58230
23501,42775
23504,62604
23506,40000
23507,40000
23511,43560
23520,54252
23521,40000
23527,40000
23532,65085
23533,51814
23536,40000
23537,72962
23538,46145
23542,70955
23554,53968
23557,63292
23561,48337
23563,70340
23569,55731
23570,40000
23573,40000
23581,69404
23583,50574
23584,45910
23589,48998
23592,68278
23598,42302
23604,70055
23620,77230
23626,40000
23627,40000
23633,45809
23640,48632
23642,48854
23643,43055
23644,63412
23648,40000
23649,55877
23653,87055
23656,50614
23659,40000
23660,40000
23663,57706
23671,40000
23676,90184
23677,96782
23678,46927
23682,45100
23691,60076
23692,43618
23695,40000
23703,40000
23704,72755
23705,51011
23707,46238
23713,40000
23715,46622
23718,40000
23719,66639
23720,40000
23725,95908
23733,48848
23734,85924
23738,51301
23742,40000
23749,40000
23753,64455
23754,40000
23756,45770
23757,47056
23758,40000
23761,76893
23764,47732
23765,45377
23772,40000
23775,40000
23777,40000
23784,40000
23785,58076
23786,85718
23791,55247
23795,40000
23797,56625
23799,51121
23800,61582
23811,40000
23812,92255
23816,40000
23817,71444
23822,57773
23824,40000
23828,40000
23835,40000
23840,43469
23842,40000
23843,77598
23845,60364
23850,57258
23857,46531
23860,66328
23861,50245
23862,40000
23867,44600
23868,49745
23869,40000
23871,49073
23872,60200
23874,47981
23875,40000
23877,82724
23880,40000
23883,40783
23884,42403
23892,40000
23893,47607
23899,40765
23902,40000
23905,40000
23907,68827
23910,42803
23920,82168
23924,40000
23926,81269
23930,40000
23932,40000
23938,49319
23940,50848
23946,41631
23951,40000
23952,70411
23956,79051
23957,42838
23960,102652
23962,46916
23963,40000
23969,61491
23970,40000
23972,79025
23977,84078
23989,40000
23993,40000
23996,40000
23997,45485
24001,42026
24003,59452
24011,41752
24012,44768
24017,40000
24029,57431
24034,40000
24038,47166
24041,40000
24043,40000
24045,40000
24056,91264
24059,40000
24064,40000
24065,40000
24067,50205
24072,42591
24077,73732
24079,55633
24084,44034
24087,45896
24088,45217
24093,40000
24102,70671
24105,66810
24107,40000
24108,44261
24110,65941
24111,70160
24112,45327
24114,70972
24118,77728
24120,40000
24121,63748
24122,40000
24124,63539
24126,40599
24132,40000
24133,40000
24134,42531
24136,57963
24140,59707
24142,40000
24144,40000
24147,73089
24153,63144
24154,79702
24156,42938
24166,57476
24169,43175
24175,40000
24178,49316
24179,63352
24180,71966
24182,40000
24183,48461
24196,68657
24199,43068
24204,40000
24207,40389
24209,40000
24212,52857
24213,66048
24214,46054
24215,70276
24219,40000
24224,49619
24225,98584
24229,57582
24231,58547
24233,79159
24248,49780
24251,56717
24252,68102
24256,40200
24259,60921
24260,40000
24263,42675
24264,48674
24269,51386
24272,48912
24280,65901
24284,73889
24295,40000
24296,40000
24309,40000
24316,40000
24332,61655
24334,73699
24335,40000
24344,62074
24357,40343
24363,43392
24371,52707
24373,92535
24381,66703
24383,40000
24384,45012
24388,61315
24389,55607
24397,52260
24409,40000
24423,73857
24428,40000
24429,70034
24431,91918
24432,74287
24433,81234
24434,40000
24441,43134
24442,40462
24451,54382
24457,40000
24459,41215
24460,69794
24471,51103
24472,76011
24482,57467
24486,61923
24490,58400
24497,40000
24499,67181
24503,40000
24507,40000
24508,66662
24522,40000
24525,40000
24526,40981
24530,82781
24533,49362
24534,40000
24537,63802
24546,53685
24552,58263
24555,70489
24556,78072
24558,40000
24559,83718
24560,51680
24561,40000
24565,61503
24572,63273
24574,59140
24579,40000
24580,65469
24581,61538
24588,104465
24592,53936
24594,57432
24596,68819
24600,40678
24603,48774
24604,40221
24613,72578
24617,40000
24625,40000
24630,47432
24646,50383
24652,44665
24656,40000
24657,40000
24663,40000
24666,67836
24669,55574
24678,40000
24680,46522
24682,40000
24684,68564
24687,46185
24690,63340
24696,40000
24701,40000
24705,83320
24715,59673
24717,60131
24720,58014
24725,70008
24727,59984
24728,53750
24731,40000
24736,40000
24741,64430
24746,60533
24748,56646
24752,43763
24755,85955
24762,40000
24763,47456
24764,40000
24766,77362
24767,40000
24768,62962
24775,40000
24776,46406
24781,40000
24787,66220
24790,78040
24793,66663
24802,40000
24811,61879
24813,40000
24815,81298
24822,40000
24823,60223
24829,47574
24833,42872
24842,40000
24846,40000
24848,40000
24855,40000
24859,40620
24862,82129
24867,48552
24868,40000
24871,76858
24872,89311
24875,40000
24876,69163
24877,40000
24879,63435
24881,40000
24888,90268
24890,40000
24891,40000
24896,40000
24902,40000
24909,74552
24915,59866
24918,54979
24919,40000
24925,60601
24932,73521
24934,40000
24937,40000
24938,43837
24939,43476
24949,41974
24951,41297
24954,64934
24956,75901
24957,52147
24963,47590
24967,64162
24969,63564
24973,40000
24976,67727
24980,40000
24984,40000
24985,73662
24988,92786
24991,40000
24999,55558
25003,85160
25004,58960
25007,40000
25016,40000
25017,55067
25018,40356
25019,40000
25020,50459
25022,62723
25026,66563
25027,40000
25030,71339
25033,40067
25034,40000
25036,40000
25037,63524
25040,102036
25046,55583
25049,40000
25050,40000
25055,40000
25057,65638
25059,40000
25060,56744
25061,68708
25064,87556
25070,51459
25078,48505
25084,61168
25085,69009
25095,40000
25097,78294
25102,44215
25105,42977
25106,59729
25108,53886
25112,68760
